tick,iso8601,House,Work,School,Restaurant,Outdoor,Car,Public Transport,Shop,Medical,Place of Worship,Indoor Sport,Cinema or Theatre,Museum or Zoo,Visit
36,02/23/2020T06:00:00 ,193408,2381,0,72,157,723,318,27,0,0,0,0,0,5624
37,02/23/2020T06:10:00 ,192933,2381,0,57,98,1216,401,0,0,0,0,0,0,5624
38,02/23/2020T06:20:00 ,192746,2573,0,57,213,1097,351,49,0,0,0,0,0,5624
39,02/23/2020T06:30:00 ,192442,2905,0,0,485,632,537,0,0,0,0,0,0,5709
40,02/23/2020T06:40:00 ,192026,3021,0,0,606,833,600,0,0,0,0,0,0,5624
41,02/23/2020T06:50:00 ,191734,3369,0,0,576,904,503,0,0,0,0,0,0,5624
42,02/23/2020T07:00:00 ,190415,4137,0,0,838,1379,317,0,0,0,0,0,0,5624
43,02/23/2020T07:10:00 ,190116,4314,0,0,832,1429,395,0,0,0,0,0,0,5624
44,02/23/2020T07:20:00 ,189671,4423,0,0,970,1427,531,64,0,0,0,0,0,5624
45,02/23/2020T07:30:00 ,187684,4551,0,0,1890,2342,688,27,0,0,0,0,0,5528
46,02/23/2020T07:40:00 ,186555,4759,0,0,2391,2530,814,58,0,0,0,0,0,5603
47,02/23/2020T07:50:00 ,185404,5083,451,0,2695,2452,714,199,0,0,0,0,0,5712
48,02/23/2020T08:00:00 ,184087,6069,601,0,2328,2498,676,716,119,0,0,0,0,5616
49,02/23/2020T08:10:00 ,183834,6651,653,39,1906,2038,615,1141,119,0,0,0,0,5714
50,02/23/2020T08:20:00 ,182602,6810,653,39,2319,3009,640,913,119,0,0,0,0,5606
51,02/23/2020T08:30:00 ,181041,6752,759,89,2080,3833,1361,1070,119,0,0,0,0,5606
52,02/23/2020T08:40:00 ,179142,7180,759,154,2981,4774,904,960,119,0,0,0,0,5737
53,02/23/2020T08:50:00 ,177278,7431,759,154,4403,4527,767,1098,497,0,59,0,0,5737
54,02/23/2020T09:00:00 ,172702,7918,759,165,6757,5844,827,1087,732,0,130,0,30,5759
55,02/23/2020T09:10:00 ,171454,8015,818,165,6344,6213,824,2274,732,0,191,0,30,5650
56,02/23/2020T09:20:00 ,169354,8136,818,195,7441,7160,919,1800,732,206,249,0,30,5670
57,02/23/2020T09:30:00 ,166485,8222,818,295,8802,7615,925,2355,354,481,425,0,30,5903
58,02/23/2020T09:40:00 ,163618,8537,759,350,10189,7297,1537,3278,354,481,425,0,75,5810
59,02/23/2020T09:50:00 ,161651,8665,759,296,11274,7197,2172,3287,201,1167,607,0,75,5359
60,02/23/2020T10:00:00 ,154547,9044,922,573,14192,9362,2544,4192,153,1286,839,0,75,4981
61,02/23/2020T10:10:00 ,153946,9081,972,698,14594,7917,1923,5441,153,1778,895,0,75,5237
62,02/23/2020T10:20:00 ,153351,8934,972,668,13971,8778,2286,4999,153,2191,950,0,75,5382
63,02/23/2020T10:30:00 ,150576,9057,1035,1035,14771,7550,1729,6669,153,2727,905,0,324,6179
64,02/23/2020T10:40:00 ,149105,9079,1035,1036,14857,8540,1828,6945,153,2406,1116,0,363,6247
65,02/23/2020T10:50:00 ,147910,9141,1035,1045,14939,8785,2370,7167,34,2344,1248,0,363,6329
66,02/23/2020T11:00:00 ,145368,9209,1126,1537,14275,11267,2323,7533,34,2353,1272,0,443,5970
67,02/23/2020T11:10:00 ,145708,9214,1126,1492,13760,11725,2167,6989,34,2052,1424,0,546,6473
68,02/23/2020T11:20:00 ,146455,9081,1126,1439,14350,10491,2266,6620,119,1644,1839,0,447,6833
69,02/23/2020T11:30:00 ,146380,8948,1126,2202,14272,10467,1647,6899,213,1404,1787,0,447,6918
70,02/23/2020T11:40:00 ,145882,9056,878,2257,13759,11676,2319,6688,213,1178,1471,0,447,6886
71,02/23/2020T11:50:00 ,145846,8873,878,1823,14809,12404,2113,6182,213,976,1421,0,447,6725
72,02/23/2020T12:00:00 ,144571,8219,526,3609,12647,14336,2685,5896,128,837,1427,0,417,7412
73,02/23/2020T12:10:00 ,145761,8266,518,4644,11251,12149,2894,5973,128,883,1635,0,417,8191
74,02/23/2020T12:20:00 ,146672,7996,463,5819,10464,11067,2764,5359,94,837,1571,0,417,9187
75,02/23/2020T12:30:00 ,148201,7942,463,7677,9377,8304,2468,5660,94,797,1539,0,447,9741
76,02/23/2020T12:40:00 ,148315,7942,463,8031,8886,8495,2615,4664,132,820,1553,0,447,10347
77,02/23/2020T12:50:00 ,148217,7761,463,8662,9728,7987,2425,4261,132,820,1553,0,447,10254
78,02/23/2020T13:00:00 ,144853,7397,631,9958,10570,10178,2356,2806,38,408,1568,0,545,11402
79,02/23/2020T13:10:00 ,146108,7339,631,10844,10052,8839,1935,3006,38,52,1651,0,601,11614
80,02/23/2020T13:20:00 ,145130,7494,631,10761,10380,8297,1782,3282,0,52,1701,0,498,12702
81,02/23/2020T13:30:00 ,145069,7427,599,10829,11132,7212,1273,3816,0,52,1557,0,498,13246
82,02/23/2020T13:40:00 ,143335,7119,599,10144,13027,7243,1622,4083,0,0,1485,0,498,13555
83,02/23/2020T13:50:00 ,141002,7168,599,9257,14592,9085,1961,3850,0,0,1298,76,268,13554
84,02/23/2020T14:00:00 ,133181,7340,613,7661,19155,13419,2319,3633,0,0,1299,684,369,13037
85,02/23/2020T14:10:00 ,132398,7411,613,6946,19974,12936,2219,4770,0,0,1108,684,369,13282
86,02/23/2020T14:20:00 ,130680,7228,613,6475,21297,12826,2356,5016,72,139,1169,856,369,13614
87,02/23/2020T14:30:00 ,129292,6987,613,5807,23334,11974,2214,6459,72,139,1321,856,369,13273
88,02/23/2020T14:40:00 ,127699,6800,613,5006,25015,12302,1942,6629,72,408,1384,856,544,13440
89,02/23/2020T14:50:00 ,127419,6649,515,4711,26203,11307,2083,6618,0,483,1099,908,544,14171
90,02/23/2020T15:00:00 ,123030,6192,545,3671,28708,15138,1665,7129,0,483,1221,970,572,13386
91,02/23/2020T15:10:00 ,124090,5846,545,3718,29998,12355,1945,7442,0,483,1234,884,572,13598
92,02/23/2020T15:20:00 ,123673,5797,687,3572,30411,11488,1598,8471,0,557,1370,884,631,13571
93,02/23/2020T15:30:00 ,123800,5757,785,3090,31080,10182,1202,9281,70,418,1370,942,631,14102
94,02/23/2020T15:40:00 ,121444,5773,642,3375,34046,11031,1269,8321,70,418,1179,860,793,13489
95,02/23/2020T15:50:00 ,121136,5715,642,3073,35303,10779,1725,7761,70,418,1195,866,701,13326
96,02/23/2020T16:00:00 ,118942,5660,580,3088,37863,12605,1580,7329,70,418,1048,746,360,12421
97,02/23/2020T16:10:00 ,119303,5529,580,3454,36306,12347,2017,7432,70,343,1102,707,360,13160
98,02/23/2020T16:20:00 ,120238,5513,580,3626,36499,10860,1614,8131,70,343,1289,890,360,12697
99,02/23/2020T16:30:00 ,122894,5367,580,3761,35294,9673,1754,7886,70,343,1166,974,360,12588
100,02/23/2020T16:40:00 ,125764,5287,635,3470,33161,9969,1665,7614,70,343,1171,992,360,12209
101,02/23/2020T16:50:00 ,125423,5156,583,3183,33209,11211,1677,7630,0,343,1171,992,370,11762
102,02/23/2020T17:00:00 ,127400,4803,533,3211,28729,14615,1724,7101,0,343,1170,1067,238,11776
103,02/23/2020T17:10:00 ,129545,4806,294,3976,26892,13991,2148,6818,0,74,1027,974,301,11864
104,02/23/2020T17:20:00 ,131976,4779,294,4526,24779,13023,2068,6098,0,74,1027,1011,301,12754
105,02/23/2020T17:30:00 ,133128,4568,264,4281,23674,12117,2345,5992,0,673,1027,1103,470,13068
106,02/23/2020T17:40:00 ,135053,4542,314,4085,23648,13015,2164,4649,0,673,930,885,470,12282
107,02/23/2020T17:50:00 ,137618,4383,264,3582,23131,12285,1936,4503,118,673,837,885,508,11987
108,02/23/2020T18:00:00 ,142296,3830,231,4048,18804,14141,2730,3285,118,716,484,968,380,10679
109,02/23/2020T18:10:00 ,144720,3455,231,4115,18126,12513,2764,3726,118,829,336,1055,321,10401
110,02/23/2020T18:20:00 ,146846,3672,231,3696,17065,11584,2946,3215,118,935,373,1055,321,10653
111,02/23/2020T18:30:00 ,146902,3534,231,3273,16460,13332,2744,3123,118,1165,305,948,276,10299
112,02/23/2020T18:40:00 ,149636,3483,231,3121,15025,12699,2870,2701,118,914,179,1067,237,10429
113,02/23/2020T18:50:00 ,151181,3236,231,3025,14363,13206,3045,2731,118,871,141,947,237,9378
114,02/23/2020T19:00:00 ,156670,2685,91,3944,11259,12838,1997,1692,118,958,211,1110,339,8798
115,02/23/2020T19:10:00 ,158404,2685,91,4975,9268,11267,2560,1565,118,854,211,1330,170,9212
116,02/23/2020T19:20:00 ,160653,2591,91,5497,7869,10404,2141,1284,0,854,170,1435,132,9589
117,02/23/2020T19:30:00 ,161179,2706,91,6584,7737,9652,1359,1091,0,702,170,1590,93,9756
118,02/23/2020T19:40:00 ,162997,2659,91,6965,7571,7532,1137,805,0,702,170,1716,93,10272
119,02/23/2020T19:50:00 ,162959,2594,91,7007,7625,8476,984,376,0,702,204,1759,30,9903
120,02/23/2020T20:00:00 ,165148,2448,91,7239,6657,7569,972,414,0,563,104,1913,0,9592
121,02/23/2020T20:10:00 ,164882,2403,91,7841,7143,7083,742,299,0,563,104,2155,0,9404
122,02/23/2020T20:20:00 ,166290,2429,91,8438,6162,5582,1169,158,0,294,104,2155,0,9838
123,02/23/2020T20:30:00 ,166340,2394,91,9170,5969,5146,713,260,0,188,141,2258,0,10040
124,02/23/2020T20:40:00 ,166436,2355,91,9150,6939,5061,726,163,0,188,179,2148,0,9274
125,02/23/2020T20:50:00 ,166410,2355,91,10582,6585,4564,705,235,0,188,179,2148,0,8668
126,02/23/2020T21:00:00 ,167343,2138,0,10827,5181,5176,985,235,0,188,179,1681,0,8777
127,02/23/2020T21:10:00 ,167390,2138,0,11244,4989,5584,852,81,0,109,237,1553,0,8533
128,02/23/2020T21:20:00 ,168664,2177,0,10788,4633,5128,644,81,0,109,289,1696,0,8501
129,02/23/2020T21:30:00 ,170382,2132,0,11528,4437,3466,421,81,0,109,289,1416,0,8449
130,02/23/2020T21:40:00 ,171850,2062,0,10809,3972,3923,303,81,0,109,289,1228,0,8084
131,02/23/2020T21:50:00 ,172552,1916,0,10841,4094,3746,248,81,0,0,289,1161,0,7782
132,02/23/2020T22:00:00 ,174350,1745,0,8812,3586,5242,843,0,0,0,251,1109,0,6772
133,02/23/2020T22:10:00 ,175176,1356,0,8669,2771,6136,1036,0,0,0,217,1109,0,6240
134,02/23/2020T22:20:00 ,176399,1356,0,8899,2722,5278,519,0,0,0,122,1109,0,6306
135,02/23/2020T22:30:00 ,178494,1214,0,8280,2828,4881,363,0,0,0,122,658,0,5870
136,02/23/2020T22:40:00 ,179178,1128,0,7461,2820,4883,555,0,0,0,122,579,117,5867
137,02/23/2020T22:50:00 ,181318,1128,0,7468,2377,3388,535,0,0,0,122,579,117,5678
138,02/23/2020T23:00:00 ,181901,1042,0,6423,2342,5074,338,0,0,0,122,436,117,4915
139,02/23/2020T23:10:00 ,183454,855,0,5899,2532,4602,263,86,0,0,70,436,117,4396
140,02/23/2020T23:20:00 ,184729,734,0,6052,2228,3418,476,0,0,0,70,436,117,4450
141,02/23/2020T23:30:00 ,185536,495,0,5355,2571,3459,489,143,0,0,70,308,117,4167
142,02/23/2020T23:40:00 ,186869,537,0,5020,2247,3362,385,0,0,0,0,308,117,3865
143,02/23/2020T23:50:00 ,188216,492,0,4239,2266,3140,0,0,0,0,0,308,117,3932
144,02/24/2020T00:00:00 ,189362,492,0,4433,2044,2969,0,0,0,0,0,124,117,3169
145,02/24/2020T00:10:00 ,190840,492,0,4494,2094,1477,113,0,0,0,0,124,117,2959
146,02/24/2020T00:20:00 ,191520,492,0,4339,2018,1101,113,0,0,0,0,124,117,2886
147,02/24/2020T00:30:00 ,192179,492,0,4213,1693,805,218,0,0,0,0,124,117,2869
148,02/24/2020T00:40:00 ,192534,434,0,3890,1716,808,218,0,0,0,0,124,117,2869
149,02/24/2020T00:50:00 ,193018,434,0,3459,1548,789,482,0,0,0,0,124,117,2739
150,02/24/2020T01:00:00 ,194327,280,0,2988,951,1311,230,0,0,0,0,124,0,2499
151,02/24/2020T01:10:00 ,194459,335,0,2988,851,1315,230,0,0,0,0,124,0,2408
152,02/24/2020T01:20:00 ,194910,280,0,2762,952,1168,230,0,0,0,0,0,0,2408
153,02/24/2020T01:30:00 ,195276,280,0,2559,797,1160,230,0,0,0,0,0,0,2408
154,02/24/2020T01:40:00 ,195795,280,0,2559,797,775,230,0,0,0,0,0,0,2274
155,02/24/2020T01:50:00 ,196034,280,0,2559,797,649,117,0,0,0,0,0,0,2274
156,02/24/2020T02:00:00 ,196620,280,0,1859,888,260,592,0,0,0,0,0,0,2211
157,02/24/2020T02:10:00 ,196712,280,0,1709,976,125,592,105,0,0,0,0,0,2211
158,02/24/2020T02:20:00 ,196713,280,0,1709,976,209,507,105,0,0,0,0,0,2211
159,02/24/2020T02:30:00 ,196955,280,0,1499,594,650,463,105,0,0,0,0,0,2164
160,02/24/2020T02:40:00 ,197017,280,0,1499,532,755,463,0,0,0,0,0,0,2164
161,02/24/2020T02:50:00 ,196877,280,0,1418,532,1025,463,0,0,0,0,0,0,2115
162,02/24/2020T03:00:00 ,197481,364,0,1127,403,1104,73,0,0,0,0,0,0,2158
163,02/24/2020T03:10:00 ,197839,364,0,980,317,1095,0,0,0,0,0,0,0,2115
164,02/24/2020T03:20:00 ,198000,364,0,989,0,1004,238,0,0,0,0,0,0,2115
165,02/24/2020T03:30:00 ,198175,364,0,946,0,872,292,0,0,0,0,0,0,2061
166,02/24/2020T03:40:00 ,198394,364,0,907,0,610,331,0,0,0,0,0,0,2104
167,02/24/2020T03:50:00 ,198844,364,0,874,0,162,292,0,0,0,0,0,0,2174
168,02/24/2020T04:00:00 ,195534,542,0,832,41,59,33,0,0,0,0,0,0,5669
169,02/24/2020T04:10:00 ,195550,542,0,832,41,76,0,0,0,0,0,0,0,5669
170,02/24/2020T04:20:00 ,195469,542,0,832,94,200,0,0,0,0,0,0,0,5573
171,02/24/2020T04:30:00 ,195310,542,0,832,94,306,26,27,0,0,0,0,0,5573
172,02/24/2020T04:40:00 ,195161,542,0,832,132,417,53,0,0,0,0,0,0,5573
173,02/24/2020T04:50:00 ,194839,646,0,768,296,535,53,0,0,0,0,0,0,5573
174,02/24/2020T05:00:00 ,194584,827,0,768,160,722,109,0,0,0,0,0,0,5540
175,02/24/2020T05:10:00 ,194523,953,0,517,160,789,228,0,0,0,0,0,0,5540
176,02/24/2020T05:20:00 ,194313,1006,0,517,238,841,228,27,0,0,0,0,0,5540
177,02/24/2020T05:30:00 ,193885,1098,0,313,231,1373,243,27,0,0,0,0,0,5540
178,02/24/2020T05:40:00 ,193796,1355,0,215,250,1403,124,27,0,0,0,0,0,5540
179,02/24/2020T05:50:00 ,193512,1527,0,167,322,1547,172,27,0,0,0,0,0,5436
180,02/24/2020T06:00:00 ,193408,2381,0,72,157,723,318,27,0,0,0,0,0,5624
181,02/24/2020T06:10:00 ,192933,2381,0,57,98,1216,401,0,0,0,0,0,0,5624
182,02/24/2020T06:20:00 ,192746,2573,0,57,213,1097,351,49,0,0,0,0,0,5624
183,02/24/2020T06:30:00 ,192442,2905,0,0,485,632,537,0,0,0,0,0,0,5709
184,02/24/2020T06:40:00 ,192026,3021,0,0,606,833,600,0,0,0,0,0,0,5624
185,02/24/2020T06:50:00 ,191734,3369,0,0,576,904,503,0,0,0,0,0,0,5624
186,02/24/2020T07:00:00 ,190415,4137,0,0,838,1379,317,0,0,0,0,0,0,5624
187,02/24/2020T07:10:00 ,190116,4314,0,0,832,1429,395,0,0,0,0,0,0,5624
188,02/24/2020T07:20:00 ,189671,4423,0,0,970,1427,531,64,0,0,0,0,0,5624
189,02/24/2020T07:30:00 ,187684,4551,0,0,1890,2342,688,27,0,0,0,0,0,5528
190,02/24/2020T07:40:00 ,186555,4759,0,0,2391,2530,814,58,0,0,0,0,0,5603
191,02/24/2020T07:50:00 ,185404,5083,451,0,2695,2452,714,199,0,0,0,0,0,5712
192,02/24/2020T08:00:00 ,184087,6069,601,0,2328,2498,676,716,119,0,0,0,0,5616
193,02/24/2020T08:10:00 ,183834,6651,653,39,1906,2038,615,1141,119,0,0,0,0,5714
194,02/24/2020T08:20:00 ,182602,6810,653,39,2319,3009,640,913,119,0,0,0,0,5606
195,02/24/2020T08:30:00 ,181041,6752,759,89,2080,3833,1361,1070,119,0,0,0,0,5606
196,02/24/2020T08:40:00 ,179142,7180,759,154,2981,4774,904,960,119,0,0,0,0,5737
197,02/24/2020T08:50:00 ,177278,7431,759,154,4403,4527,767,1098,497,0,59,0,0,5737
198,02/24/2020T09:00:00 ,172702,7918,759,165,6757,5844,827,1087,732,0,130,0,30,5759
199,02/24/2020T09:10:00 ,171454,8015,818,165,6344,6213,824,2274,732,0,191,0,30,5650
200,02/24/2020T09:20:00 ,169354,8136,818,195,7441,7160,919,1800,732,206,249,0,30,5670
201,02/24/2020T09:30:00 ,166485,8222,818,295,8802,7615,925,2355,354,481,425,0,30,5903
202,02/24/2020T09:40:00 ,163618,8537,759,350,10189,7297,1537,3278,354,481,425,0,75,5810
203,02/24/2020T09:50:00 ,161651,8665,759,296,11274,7197,2172,3287,201,1167,607,0,75,5359
204,02/24/2020T10:00:00 ,154547,9044,922,573,14192,9362,2544,4192,153,1286,839,0,75,4981
205,02/24/2020T10:10:00 ,153946,9081,972,698,14594,7917,1923,5441,153,1778,895,0,75,5237
206,02/24/2020T10:20:00 ,153351,8934,972,668,13971,8778,2286,4999,153,2191,950,0,75,5382
207,02/24/2020T10:30:00 ,150576,9057,1035,1035,14771,7550,1729,6669,153,2727,905,0,324,6179
208,02/24/2020T10:40:00 ,149105,9079,1035,1036,14857,8540,1828,6945,153,2406,1116,0,363,6247
209,02/24/2020T10:50:00 ,147910,9141,1035,1045,14939,8785,2370,7167,34,2344,1248,0,363,6329
210,02/24/2020T11:00:00 ,145368,9209,1126,1537,14275,11267,2323,7533,34,2353,1272,0,443,5970
211,02/24/2020T11:10:00 ,145708,9214,1126,1492,13760,11725,2167,6989,34,2052,1424,0,546,6473
212,02/24/2020T11:20:00 ,146455,9081,1126,1439,14350,10491,2266,6620,119,1644,1839,0,447,6833
213,02/24/2020T11:30:00 ,146380,8948,1126,2202,14272,10467,1647,6899,213,1404,1787,0,447,6918
214,02/24/2020T11:40:00 ,145882,9056,878,2257,13759,11676,2319,6688,213,1178,1471,0,447,6886
215,02/24/2020T11:50:00 ,145846,8873,878,1823,14809,12404,2113,6182,213,976,1421,0,447,6725
216,02/24/2020T12:00:00 ,144571,8219,526,3609,12647,14336,2685,5896,128,837,1427,0,417,7412
217,02/24/2020T12:10:00 ,145761,8266,518,4644,11251,12149,2894,5973,128,883,1635,0,417,8191
218,02/24/2020T12:20:00 ,146672,7996,463,5819,10464,11067,2764,5359,94,837,1571,0,417,9187
219,02/24/2020T12:30:00 ,148201,7942,463,7677,9377,8304,2468,5660,94,797,1539,0,447,9741
220,02/24/2020T12:40:00 ,148315,7942,463,8031,8886,8495,2615,4664,132,820,1553,0,447,10347
221,02/24/2020T12:50:00 ,148217,7761,463,8662,9728,7987,2425,4261,132,820,1553,0,447,10254
222,02/24/2020T13:00:00 ,144853,7397,631,9958,10570,10178,2356,2806,38,408,1568,0,545,11402
223,02/24/2020T13:10:00 ,146108,7339,631,10844,10052,8839,1935,3006,38,52,1651,0,601,11614
224,02/24/2020T13:20:00 ,145130,7494,631,10761,10380,8297,1782,3282,0,52,1701,0,498,12702
225,02/24/2020T13:30:00 ,145069,7427,599,10829,11132,7212,1273,3816,0,52,1557,0,498,13246
226,02/24/2020T13:40:00 ,143335,7119,599,10144,13027,7243,1622,4083,0,0,1485,0,498,13555
227,02/24/2020T13:50:00 ,141002,7168,599,9257,14592,9085,1961,3850,0,0,1298,76,268,13554
228,02/24/2020T14:00:00 ,133181,7340,613,7661,19155,13419,2319,3633,0,0,1299,684,369,13037
229,02/24/2020T14:10:00 ,132398,7411,613,6946,19974,12936,2219,4770,0,0,1108,684,369,13282
230,02/24/2020T14:20:00 ,130680,7228,613,6475,21297,12826,2356,5016,72,139,1169,856,369,13614
231,02/24/2020T14:30:00 ,129292,6987,613,5807,23334,11974,2214,6459,72,139,1321,856,369,13273
232,02/24/2020T14:40:00 ,127699,6800,613,5006,25015,12302,1942,6629,72,408,1384,856,544,13440
233,02/24/2020T14:50:00 ,127419,6649,515,4711,26203,11307,2083,6618,0,483,1099,908,544,14171
234,02/24/2020T15:00:00 ,123030,6192,545,3671,28708,15138,1665,7129,0,483,1221,970,572,13386
235,02/24/2020T15:10:00 ,124090,5846,545,3718,29998,12355,1945,7442,0,483,1234,884,572,13598
236,02/24/2020T15:20:00 ,123673,5797,687,3572,30411,11488,1598,8471,0,557,1370,884,631,13571
237,02/24/2020T15:30:00 ,123800,5757,785,3090,31080,10182,1202,9281,70,418,1370,942,631,14102
238,02/24/2020T15:40:00 ,121444,5773,642,3375,34046,11031,1269,8321,70,418,1179,860,793,13489
239,02/24/2020T15:50:00 ,121136,5715,642,3073,35303,10779,1725,7761,70,418,1195,866,701,13326
240,02/24/2020T16:00:00 ,118942,5660,580,3088,37863,12605,1580,7329,70,418,1048,746,360,12421
241,02/24/2020T16:10:00 ,119303,5529,580,3454,36306,12347,2017,7432,70,343,1102,707,360,13160
242,02/24/2020T16:20:00 ,120238,5513,580,3626,36499,10860,1614,8131,70,343,1289,890,360,12697
243,02/24/2020T16:30:00 ,122894,5367,580,3761,35294,9673,1754,7886,70,343,1166,974,360,12588
244,02/24/2020T16:40:00 ,125764,5287,635,3470,33161,9969,1665,7614,70,343,1171,992,360,12209
245,02/24/2020T16:50:00 ,125423,5156,583,3183,33209,11211,1677,7630,0,343,1171,992,370,11762
246,02/24/2020T17:00:00 ,127400,4803,533,3211,28729,14615,1724,7101,0,343,1170,1067,238,11776
247,02/24/2020T17:10:00 ,129545,4806,294,3976,26892,13991,2148,6818,0,74,1027,974,301,11864
248,02/24/2020T17:20:00 ,131976,4779,294,4526,24779,13023,2068,6098,0,74,1027,1011,301,12754
249,02/24/2020T17:30:00 ,133128,4568,264,4281,23674,12117,2345,5992,0,673,1027,1103,470,13068
250,02/24/2020T17:40:00 ,135053,4542,314,4085,23648,13015,2164,4649,0,673,930,885,470,12282
251,02/24/2020T17:50:00 ,137618,4383,264,3582,23131,12285,1936,4503,118,673,837,885,508,11987
252,02/24/2020T18:00:00 ,142296,3830,231,4048,18804,14141,2730,3285,118,716,484,968,380,10679
253,02/24/2020T18:10:00 ,144720,3455,231,4115,18126,12513,2764,3726,118,829,336,1055,321,10401
254,02/24/2020T18:20:00 ,146846,3672,231,3696,17065,11584,2946,3215,118,935,373,1055,321,10653
255,02/24/2020T18:30:00 ,146902,3534,231,3273,16460,13332,2744,3123,118,1165,305,948,276,10299
256,02/24/2020T18:40:00 ,149636,3483,231,3121,15025,12699,2870,2701,118,914,179,1067,237,10429
257,02/24/2020T18:50:00 ,151181,3236,231,3025,14363,13206,3045,2731,118,871,141,947,237,9378
258,02/24/2020T19:00:00 ,156670,2685,91,3944,11259,12838,1997,1692,118,958,211,1110,339,8798
259,02/24/2020T19:10:00 ,158404,2685,91,4975,9268,11267,2560,1565,118,854,211,1330,170,9212
260,02/24/2020T19:20:00 ,160653,2591,91,5497,7869,10404,2141,1284,0,854,170,1435,132,9589
261,02/24/2020T19:30:00 ,161179,2706,91,6584,7737,9652,1359,1091,0,702,170,1590,93,9756
262,02/24/2020T19:40:00 ,162997,2659,91,6965,7571,7532,1137,805,0,702,170,1716,93,10272
263,02/24/2020T19:50:00 ,162959,2594,91,7007,7625,8476,984,376,0,702,204,1759,30,9903
264,02/24/2020T20:00:00 ,165148,2448,91,7239,6657,7569,972,414,0,563,104,1913,0,9592
265,02/24/2020T20:10:00 ,164882,2403,91,7841,7143,7083,742,299,0,563,104,2155,0,9404
266,02/24/2020T20:20:00 ,166290,2429,91,8438,6162,5582,1169,158,0,294,104,2155,0,9838
267,02/24/2020T20:30:00 ,166340,2394,91,9170,5969,5146,713,260,0,188,141,2258,0,10040
